id,smilesRXN,c1,c2,c3,c4,r1,r2,r3,r4,s1,s2,s3,s4,y1
769,CCCC=CCCC.CC1(C)OBOC1(C)C>>CCCCCCCCB1OC(C)(C)C(C)(C)O1,865-48-5,2564747-02-8,,,,,,,109-99-9,,,,77
770,ClCCC(=O)N1CCCCC1.CC1=CC=C(C=C1)[S](=O)(=O)OCCCOC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(OCCCCCC(=O)N2CCCCC2)C=C1,68-19-9,1034901-50-2,,,75-77-4,290-37-9,7439-96-5,,68-12-2,,,,77
771,[2H]C([2H])=C\C=C\C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C(CCCC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,76
772,CC1(C)OBOC1(C)C.CN(C(=O)C(C)=C)C1=C(C=CC=C1)C#CC1=CC=C(C=C1)C#N>>CN1C(=O)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=C(C=C2)C#N)C2=CC=CC=C12,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,76
773,CCCC#CC#C[Si](C)(C)C.CC1(C)OBOC1(C)C>>CCC\C(=C/C#C[Si](C)(C)C)B1OC(C)(C)C(C)(C)O1,12150-46-8,14024-48-7,,,,,,,109-99-9,,,,76
774,CC1(C)OBOC1(C)C.CN(CC(C)=C)C(=O)C#CC1=CC=C(C=C1)C(=O)N1CCCCC1>>CN1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=C(C=C2)C(=O)N2CCCCC2)C1=O,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,76
775,FC(F)(F)C1=C(C=CC=C)C=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C(CCCC1=C(C=CC=C1)C(F)(F)F)B1OC(C)(C)C(C)(C)O1,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,76
776,CCCCCCCCC=CC=C.CC1(C)OBOC1(C)C>>CCCCCCCCCCCC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,76
777,CC1(C)OBOC1(C)C.CCCCCCC#C>>CCCCCC\C=C\B1OC(C)(C)C(C)(C)O1,6737-42-4,14024-48-7,,,,,,,75-05-8,,,,76
779,C=CCOC\C=C\C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCCOCC[C@H](B2OC(C)(C)C(C)(C)O2)C2=CC=CC=C2)OC1(C)C,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,76
780,C1=CC=C(C=C1)C#CC1=CC=CC=C1.O1B(OC2=CC=CC=C12)C#CB1OC2=CC=CC=C2O1>>O1B(OC2=CC=CC=C12)C1=C(B2OC3=CC=CC=C3O2)C(C2=CC=CC=C2)=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1C1=CC=CC=C1,10210-68-1,,,,,,,,75-09-2,108-88-3,,,76
782,ClCCCC1=CC=CC=C1.CC1(C)COB(OC1)B1OCC(C)(C)CO1>>CC1(C)COB(CCCC2=CC=CC=C2)OC1,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,76
783,CC1(C)COB(OC1)B1OCC(C)(C)CO1.COC1=CC=C(CCC(C)Cl)C=C1>>COC1=CC=C(CCC(C)B2OCC(C)(C)CO2)C=C1,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,76
784,COC1=CC=C(CCCBr)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(CCCB2OC(C)(C)C(C)(C)O2)C=C1,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,76
785,FC(F)(F)C1=CC(OCCCCBr)=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(CCCCOC2=CC(=CC=C2)C(F)(F)F)OC1(C)C,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,76
786,CC=C(C)C=C.CC1(C)OB(OC1(C)C)C#CC1=CCCCC1>>CC1=C(C)C(B2OC(C)(C)C(C)(C)O2)=C(C=C1)C1=CCCCC1,7440-66-6,10139-47-6,34775-49-0,,84-58-2,,,,75-09-2,71-43-2,,,76
787,CC(=C)C(C)=C.CC1(C)OB(OC1(C)C)C#CC1=CC=CC=C1>>CC1=C(C)CC(=C(C1)B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,7440-66-6,10139-47-6,34775-49-0,,,,,,75-09-2,,,,76
788,CC1(C)OBOC1(C)C.CC(=C)\C=C\CCCCOCC1=CC=CC=C1>>CC(CB1OC(C)(C)C(C)(C)O1)\C=C\CCCCOCC1=CC=CC=C1,1001353-69-0,,,,7440-66-6,79060-88-1,,,75-09-2,,,,76
789,CC(=C)C=C.COC(C)(C)C#CB1OC(C)(C)C(C)(C)O1>>COC(C)(C)C1=C(CC(C)=CC1)B1OC(C)(C)C(C)(C)O1,7440-66-6,10139-47-6,34775-49-0,,,,,,75-09-2,,,,76
790,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)(C)[Si](C)(C)OCCC#C>>CC(C)(C)[Si](C)(C)OCCCC(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,1234351-63-3,1641581-58-9,,,,,,,108-88-3,,,,76
791,CCC(=O)CCC=C.CC1(C)OBOC1(C)C>>CCC(=O)CCCCB1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-17-0,,,7782-44-7,,,,108-88-3,109-99-9,,,76
792,CCC(=O)CCC=C.CC1(C)OBOC1(C)C>>CCC(=O)CCCCB1OC(C)(C)C(C)(C)O1,1600527-17-0,,,,17979-81-6,7782-44-7,,,109-99-9,,,,76
793,CCC(=O)CCC=C.CC1(C)OBOC1(C)C>>CCC(=O)CCCCB1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-17-0,,,,,,,109-99-9,,,,76
794,C#CCCOC1CCCCO1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(=CCCOC1CCCCO1)B1OC(C)(C)C(C)(C)O1,1234351-63-3,,,,7782-44-7,,,,108-88-3,,,,76
795,CN(C)C1=CC(C)=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CN(C)C1=CC=CC(CB2OC(C)(C)C(C)(C)O2)=C1,25015-63-8,1847470-87-4,,,7782-44-7,121-44-8,7631-86-9,,5614-37-9,,,,76
796,CC1(C)OBOC1(C)C.COC1=CC2=C(C=C1)C=C(C=C2)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>COC1=CC2=C(C=C1)C=C(C=C2)C(C)(B1OC(C)(C)C(C)(C)O1)[SiH](C1=CC=CC=C1)C1=CC=CC=C1,207129-97-3,17979-81-6,,,7782-44-7,,,,109-99-9,,,,76
797,CC1(C)OBOC1(C)C.C=C=CCC1=CC=CC=C1>>CC1(C)OB(C\C=C/CC2=CC=CC=C2)OC1(C)C,17979-81-6,1914931-89-7,,,,,,,108-88-3,109-99-9,,,76
798,COC1=CC=C(Br)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,917-54-4,1890222-59-9,,,865-33-8,,,,462-95-3,1634-04-4,,,76
799,CC1(C)OBOC1(C)C.CC1=CC=C(C=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CC1=CC=C(C=C1)C(CB1OC(C)(C)C(C)(C)O1)[SiH](C1=CC=CC=C1)C1=CC=CC=C1,1632280-07-9,,,,17979-81-6,,,,108-88-3,,,,76
800,CC1(C)OBOC1(C)C.CC1=CC=C(C=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CC1=CC=C(C=C1)C(CB1OC(C)(C)C(C)(C)O1)[SiH](C1=CC=CC=C1)C1=CC=CC=C1,1632280-07-9,,,,17979-81-6,,,,108-88-3,,,,76
801,CC1(C)OBOC1(C)C.CC(=C)C1=C(C)C=C(O[Si](C)(C)C(C)(C)C)C=C1>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=C(C)C=C(O[Si](C)(C)C(C)(C)C)C=C1,67276-04-4,1973459-26-5,,,,,,,109-99-9,,,,76
802,CC#CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC[C@@H](B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,2140175-28-4,,,,1333-74-0,1907-33-1,,,60-29-7,109-99-9,,,76
803,CN(C)C1=CC=C(Br)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CN(C)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,917-54-4,1890222-59-9,,,865-33-8,,,,462-95-3,1634-04-4,,,76
804,BrC1=CC=C(C=C1)C(=O)C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1,917-54-4,1890222-59-9,,,865-33-8,,,,462-95-3,1634-04-4,,,76
805,CC1(C)OBOC1(C)C.COC1=CC2=C(C=C1)C=C(C=C2)C#C[Si](C)(C)C>>COC1=CC2=C(C=C1)C=C(\C=C(\B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)C=C2,30233-16-0,,,,,,,,108-88-3,,,,75
806,CC(=C)C1=CC=C(C)C=C1.CC1(C)OBOC1(C)C>>CC(C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1)C1=CC=C(C)C=C1,14024-48-7,161265-03-8,,,498-66-8,,,,109-99-9,,,,75
807,CC1(C)OBOC1(C)C.CN(C(=O)C(C)=C)C1=C(C=CC=C1)C#CC1=CSC=C1>>CN1C(=O)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CSC=C2)C2=CC=CC=C12,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,75
809,CC1(C)OBOC1(C)C.CN(CC(C)=C)C(=O)C#CC1=CC=C(Cl)C=C1>>CN1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=C(Cl)C=C2)C1=O,14024-48-7,849950-53-4,,,,,,,75-05-8,,,,75
810,CCCCCC=CC=C.CC1(C)OBOC1(C)C>>CCCCCCCCC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,75
814,COC(=O)C(CC#C)(CC#C)C(=O)OC.[2H]B1OC(C)(C)C(C)(C)O1>>[2H]\C=C1\CC(C\C\1=C\B1OC(C)(C)C(C)(C)O1)(C(=O)OC)C(=O)OC,48165-46-4,429-41-4,,,,,,,109-99-9,,,,75
817,CC(=O)OCCCC#C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(=O)OCCCCC(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,1234351-63-3,1641581-58-9,,,,,,,108-88-3,,,,75
818,CCCCCC#C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CCCCCCC(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,1234351-63-3,1641581-58-9,,,,,,,108-88-3,,,,75
819,CC1=CC=CO1.CC1(C)OBOC1(C)C>>CC1=CC=C(O1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1087216-52-1,,,,,,,108-88-3,109-99-9,,,75
820,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC1=CC=CC(C=C)=C1>>CC1=CC=CC(CCB2OC(C)(C)C(C)(C)O2)=C1,17979-81-6,1600527-14-7,,,1333-74-0,7782-44-7,,,109-99-9,,,,75
821,C=CC1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(=CC1=CC=C(C=C1)C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,75
822,COC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,75
823,CCCCCC#C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CCCCCC=C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,1234351-63-3,,,,7782-44-7,,,,108-88-3,,,,75
824,[2H]C([2H])=C([2H])C1=C([2H])C([2H])=C([2H])C([2H])=C1[2H].CC1(C)OBOC1(C)C>>[2H]C([2H])C([2H])(B1OC(C)(C)C(C)(C)O1)C1=C([2H])C([2H])=C([2H])C([2H])=C1[2H],2095304-37-1,,,,865-48-5,,,,109-99-9,,,,75
825,CC(C)CC=C.CC1(C)OBOC1(C)C>>CC(C)CCCB1OC(C)(C)C(C)(C)O1,851915-21-4,,,,,,,,,,,,75
826,C[Si](C)(C)CC=C.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC[Si](C)(C)C)OC1(C)C,22560-21-0,2230256-26-3,,,7782-44-7,,,,110-54-3,,,,75
827,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCCC(=C=C(C)C)C(OCC(CCN1C(=O)C2=CC=CC=C2C1=O)=C=C)C=C>>CCCCC1=C(C(C)=C)C(CB2OC(C)(C)C(C)(C)O2)=C(CCN2C(=O)C3=CC=CC=C3C2=O)COC1C=C,3375-31-3,1075704-39-0,,,7782-44-7,,,,67-64-1,,,,75
829,CCC=C(C)C.CC1(C)OBOC1(C)C>>CC(C)CCCB1OC(C)(C)C(C)(C)O1,1516933-41-7,,,,,,,,,,,,75
830,CC(=C)C=C.CC1(C)OBOC1(C)C>>CC(=C)CCB1OC(C)(C)C(C)(C)O1,1863906-70-0,,,,,,,,71-43-2,,,,75
831,CC1(C)OBOC1(C)C.CN(C)C1=CC(C)=C(C=C1)C(C)=C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=C(C)C=C(C=C1)N(C)C,67276-04-4,1973459-26-5,,,,,,,109-99-9,,,,75
832,COCC#CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>COCC[C@@H](B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,2140175-28-4,,,,1333-74-0,17979-81-6,,,60-29-7,109-99-9,,,75
833,CC1(C)OBOC1(C)C.CN(C)C1=CC=C(C=C1)C(C)=C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)N(C)C,1632280-07-9,,,,17979-81-6,,,,109-99-9,,,,75
834,CC1(C)OBOC1(C)C.CN(C)C1=CC=C(C=C1)C(C)=C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)N(C)C,1877348-67-8,,,,7782-44-7,,,,,,,,74
835,CC1(C)OBOC1(C)C.CN(C)C1=CC=C(C=C1)C(C)=C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)N(C)C,1877348-67-8,,,,7782-44-7,,,,109-99-9,,,,74
836,CC1(C)OBOC1(C)C.COC1=CC=C(C=C1)C#CCOCC1=CC=CC=C1>>COC1=CC=C(C=C1)[C@@H](CCOCC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,2140175-28-4,,,,1333-74-0,17979-81-6,,,60-29-7,109-99-9,,,75
837,CC1(C)OBOC1(C)C.CCCCC\C=C\C(=C)CC>>CCCCC\C=C\[C@H](CC)CB1OC(C)(C)C(C)(C)O1,2149005-03-6,,,,7440-66-6,79060-88-1,,,60-29-7,,,,75
839,COC1=CC=C(OCCCO[S](=O)(=O)C2=CC=C(C)C=C2)C=C1.CC1(C)OB(OC1(C)C)C=C>>COC1=CC=C(OCCCCCB2OC(C)(C)C(C)(C)O2)C=C1,68-19-9,,,,554-68-7,7439-96-5,75-77-4,12125-02-9,68-12-2,141-78-6,7732-18-5,,75
841,CC=CCCC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C(CCC1=CC=CC=C1)CC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,14024-48-7,161265-03-8,,,77-73-6,141-78-6,,,110-54-3,,,,74
843,C[Si](C)(C)Cl.CC1(C)COB(OC1)C1=CC=C(F)C=C1>>CC1(C)COB(OC1)C1=CC=C(C=C1)[Si](C)(C)C,14024-48-7,368891-67-2,,,7439-95-4,,,,109-99-9,,,,74
844,CC1(C)OBOC1(C)C.CCCC#CC1=C(C=CC=C1)N(C)C(=O)C(=C)CC1=CC=CC=C1>>CCC\C=C1/C2=CC=CC=C2N(C)C(=O)[C@]1(CB1OC(C)(C)C(C)(C)O1)CC1=CC=CC=C1,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,74
846,CC1(C)OBOC1(C)C.CC1=CC=C(C=C1)C#CC1=CC=C(C)C=C1>>CC1=CC=C(\C=C(\B2OC(C)(C)C(C)(C)O2)C2=CC=C(C)C=C2)C=C1,14024-48-7,161265-03-8,,,,,,,109-99-9,,,,74
847,CCCCC=C.CC1(C)OBOC1(C)C>>CCCCCCB1OC(C)(C)C(C)(C)O1,865-48-5,21679-46-9,603-35-0,,60-29-7,7732-18-5,,,109-99-9,,,,74
848,CC1(C)OBOC1(C)C.CCN(CC)C(=O)C(CC#C)(CC#C)C(=O)OC>>CCN(CC)C(=O)C1(CC(=C)\C(C1)=C/B1OC(C)(C)C(C)(C)O1)C(=O)OC,48165-46-4,429-41-4,,,,,,,109-99-9,,,,74
849,CC1(C)OBOC1(C)C.C#CCOC(C#C)(C1=CC=CC=C1)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)\C=C1\COC(C1=C)(C1=CC=CC=C1)C1=CC=CC=C1,48165-46-4,429-41-4,,,,,,,109-99-9,,,,74
850,C1=C/C=C\C=C/C=C\1.CC1(C)OB(OC1(C)C)C#CB1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=C(B2OC(C)(C)C(C)(C)O2)C2C=CC1\C=C/C=C\2,7440-66-6,10139-47-6,34775-49-0,,,,,,107-06-2,,,,74
851,CCCCC#CC1=CC=CC=C1.CC1(C)OB(CC=C)OC1(C)C>>CCCC\C(C\C=C/B1OC(C)(C)C(C)(C)O1)=C/C1=CC=CC=C1,1001353-69-0,,,,7440-66-6,10139-47-6,,,75-09-2,,,,74
852,CC=C(C)C=C.CC1(C)OB(OC1(C)C)C#CC1=CC=CC=C1>>CC1=C(C)C(B2OC(C)(C)C(C)(C)O2)=C(C=C1)C1=CC=CC=C1,7440-66-6,10139-47-6,34775-49-0,,84-58-2,,,,75-09-2,71-43-2,,,74
853,CC1(C)OBOC1(C)C.CC(=C)[C@@H]1CCC(C=C)=CC1>>CC(=C)[C@@H]1CCC(CCB2OC(C)(C)C(C)(C)O2)=CC1,18078-25-6,,,,29429-58-1,,,,60-29-7,,,,74
854,CC1(C)OBOC1(C)C.C[Si](C)(C1=CCC2=CC=CC=C12)C1=CC=CC=C1>>[H][C@@]1(C[C@@H](C2=CC=CC=C12)[Si](C)(C)C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,1641581-58-9,,,,7782-44-7,,,,108-88-3,,,,74
855,CC1=CC=CS1.CC1(C)OBOC1(C)C>>CC1=CC=C(S1)B1OC(C)(C)C(C)(C)O1,1578190-27-8,,,,,,,,,,,,74
856,ClC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(=CC1=CC=C(Cl)C=C1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,74
857,CC(C)(C)C1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(C)(C)C1=CC=C(C=C(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,74
858,CSC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CSC1=CC=C(\C=C\B2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,74
859,FC(F)(F)C1=CC(C=C)=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(CC1=CC(=CC=C1)C(F)(F)F)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-14-7,,,7782-44-7,,,,109-66-0,109-99-9,,,74
860,CC(=O)OCCCC#C.CC1(C)OB(OC1(C)C)B1NC2=CC=CC3=C2C(N1)=CC=C3>>CC(=O)OCCC\C=C(/B1OC(C)(C)C(C)(C)O1)B1NC2=CC=CC3=C2C(N1)=CC=C3,1234351-63-3,,,,,,,,109-99-9,,,,74
861,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)NC(=O)CCC#C>>CC(C)NC(=O)CCC=C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,1234351-63-3,,,,7782-44-7,,,,108-88-3,,,,74
862,COC1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>COC1=CC=C(C=C1)C(C)B1OC(C)(C)C(C)(C)O1,2095304-37-1,,,,865-48-5,,,,109-99-9,,,,74
863,C=CC1CCCCC1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC2CCCCC2)OC1(C)C,851915-21-4,,,,,,,,,,,,74
864,CC1(C)OBOC1(C)C.CC(=C)\C=C\CCCCO[Si](C)(C)C(C)(C)C>>C[C@H](CB1OC(C)(C)C(C)(C)O1)\C=C\CCCCO[Si](C)(C)C(C)(C)C,2149004-99-7,,,,7440-66-6,79060-88-1,,,75-09-2,,,,74
865,BrC1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC2=CC=C(Br)C=C2)OC1(C)C,2173036-40-1,22560-21-0,,,,,,,109-99-9,,,,74
866,CC=C1CCCCC1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC2CCCCC2)OC1(C)C,1516933-41-7,,,,,,,,,,,,74
867,CC1=CC=C(O[S](C)(=O)=O)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,917-54-4,1890222-59-9,,,865-33-8,,,,462-95-3,1634-04-4,,,74
868,CC(=C)C1=C(F)C=CC=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=C(F)C=CC=C1,1632280-07-9,,,,17979-81-6,,,,109-99-9,,,,74
870,BrC1=CC=CC2=C1C=CC=N2.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC2=C1C=CC=N2,917-54-4,1890222-59-9,,,865-33-8,,,,462-95-3,1634-04-4,,,74
871,CC1(C)OBOC1(C)C.CN(C(=O)C(C)=C)C1=C(C=CC=C1)C#CC1=CC=C(Cl)C=C1>>CN1C(=O)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=C(Cl)C=C2)C2=CC=CC=C12,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,73
872,CC1(C)OBOC1(C)C.CCCC#CCCC>>CCC\C=C(/CCC)B1OC(C)(C)C(C)(C)O1,14024-48-7,161265-03-8,,,,,,,108-88-3,,,,73
873,CC1(C)OBOC1(C)C.CCCC#CCCC>>CCC\C=C(/CCC)B1OC(C)(C)C(C)(C)O1,865-47-4,736928-75-9,,,75-09-2,,,,109-99-9,,,,72
874,CC1(C)OBOC1(C)C.CN(CC(C)=C)C(=O)C#CC1=CC=C(OC(C)=O)C=C1>>CN1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=C(OC(C)=O)C=C2)C1=O,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,73
875,CC1(C)OBOC1(C)C.CN(C(=O)C(C)=C)C1=C(C=CC=C1)C#CC1=CC=C(C=C1)C1(C)OCCO1>>CN1C(=O)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=C(C=C2)C2(C)OCCO2)C2=CC=CC=C12,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,73
876,C=CC=C(C1=CC=CC=C1)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C(CCC(C1=CC=CC=C1)C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,73
877,CC1(C)OBOC1(C)C.CC(=C)CN(CC#CC1=CC=CC=C1)[S](=O)(=O)C1=CC=C(C)C=C1>>CC1=CC=C(C=C1)[S](=O)(=O)N1C\C(=C/C2=CC=CC=C2)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)C1,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,73
878,CC(=C)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC(C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,14024-48-7,161265-03-8,,,498-66-8,,,,109-99-9,,,,73
881,C#CCN(CC#C)CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)\C=C1\CN(CC2=CC=CC=C2)CC1=C,48165-46-4,429-41-4,,,,,,,109-99-9,,,,73
882,CC1(C)COB(OC1)B1OCC(C)(C)CO1.ClCCCCCCN1C2=CC=CC=C2C2=CC=CC=C12>>CC1(C)COB(CCCCCCN2C3=CC=CC=C3C3=CC=CC=C23)OC1,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,73
883,BrCCC1OCCCO1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(CCC2OCCCO2)OC1(C)C,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,73
884,CC=C(C)C=C.CCCCC#CB1OC(C)(C)C(C)(C)O1>>CCCCC1=C(B2OC(C)(C)C(C)(C)O2)C(C)=C(C)C=C1,7440-66-6,10139-47-6,34775-49-0,,84-58-2,,,,75-09-2,71-43-2,,,73
885,CC1(C)OBOC1(C)C.O=C(CCC1=CC=C(C=C1)C#C)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)\C=C\C1=CC=C(CCC(=O)C2=CC=CC=C2)C=C1,33516-93-7,,,,,,,,141-78-6,,,,73
