"id","smilesRXN","c1","c2","c3","c4","c5","r1","r2","r3","r4","r5","r6","r7","s1","s2","s3","s4","s5","y1"
1210,"FC(F)(F)OC1=CC=C(I)C=C1.CC1(C)OB(CCC=C)OC1(C)C>>CCCC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(OC(F)(F)F)C=C1","CC1=NC(=CC=C1)C2=CC=CC(=N2)C","COCCOCCOC.[Ni](Br)Br",NA,NA,NA,"[K+].[I-]","[F-].[K+]","CCO[Si](OCC)OCC","O",NA,NA,NA,"CC#N","CC(=O)N(C)C",NA,NA,NA,76
1211,"CCCC\C=C\B1OC(C)(C)C(C)(C)O1.CC1=NC2=C(C=C1)C=C(I)C=C2>>CCCCCC(B1OC(C)(C)C(C)(C)O1)C1=CC2=C(C=C1)N=C(C)C=C2","[K+].[I-]","COCCOCCOC.[Ni](Br)Br","CC1COC(=N1)C2=CC=CC=N2",NA,NA,"[F-].[K+]","CCO[Si](C)OCC",NA,NA,NA,NA,NA,"CC(=O)N(C)C",NA,NA,NA,NA,76
1212,"CCCC\C=C\B1OC(C)(C)C(C)(C)O1.CC(C)(C)OC(=O)N1CCC2(CC(I)C2)CC1>>CCCCCC(B1OC(C)(C)C(C)(C)O1)C1CC2(C1)CCN(CC2)C(=O)OC(C)(C)C","COCCOCCOC.[Ni](Br)Br","CC1COC(=N1)C2=CC=CC=N2",NA,NA,NA,"[F-].[K+]","CCO[Si](C)OCC",NA,NA,NA,NA,NA,"CC(=O)N(C)C",NA,NA,NA,NA,76
1214,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)(C)[Si](C)(C)OCC1=CC2=C(C=CC=C2)C=C1>>CC1(C)OB(CC2=CC3=C(C=CC=C3)C=C2)OC1(C)C","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","[Cl-].C=1C=C(C(=C(C1)C(C)C)N2C=[N+](C=3C(=CC=CC3C(C)C)C(C)C)C(=C2C)C)C(C)C",NA,NA,NA,"[Li+].CC(C)(C)[O-]",NA,NA,NA,NA,NA,NA,"COC1CCCC1",NA,NA,NA,NA,76
1215,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)(C)[Si](C)(C)OCC1=CC2=C(C=CC=C2)C=C1>>CC1(C)OB(CC2=CC3=C(C=CC=C3)C=C2)OC1(C)C","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","[Cl-].C=1C=C(C(=C(C1)C(C)C)N2C=[N+](C=3C(=CC=CC3C(C)C)C(C)C)C(=C2C)C)C(C)C",NA,NA,NA,"[Li+].CC(C)(C)[O-]",NA,NA,NA,NA,NA,NA,"COC1CCCC1",NA,NA,NA,NA,76
1216,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCN(CC)C(=O)OC1=CC=CC(=C1)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)C1=CC(=CC=C1)C1=CC=CC=C1","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","[Cl-].C=1C=C(C(=C(C1)C(C)C)N2C=[N+](C=3C(=CC=CC3C(C)C)C(C)C)C(=C2C)C)C(C)C",NA,NA,NA,"[Li+].CC(C)(C)[O-]",NA,NA,NA,NA,NA,NA,"COC1CCCC1",NA,NA,NA,NA,76
1217,"CC1(C)OB(CBr)OC1(C)C.C[Si](C)(C)C1=C(C=C(Br)C=C1O[S](=O)(=O)C(F)(F)F)N1CCOCC1>>CC1(C)OB(CC2=CC(N3CCOCC3)=C(C(O[S](=O)(=O)C(F)(F)F)=C2)[Si](C)(C)C)OC1(C)C","CC(C)(C)C1=CC(=NC=C1)C2=NC=CC(=C2)C(C)(C)C","COCCOCCOC.[Ni](Br)Br",NA,NA,NA,"[Zn]",NA,NA,NA,NA,NA,NA,"C1CCOC1","CN1CCCN(C1=O)C",NA,NA,NA,76
1218,"CC1(C)OB(CBr)OC1(C)C.C[Si](C)(C)C1=C(C=C(Br)C=C1O[S](=O)(=O)C(F)(F)F)N1CCOCC1>>CC1(C)OB(CC2=CC(N3CCOCC3)=C(C(O[S](=O)(=O)C(F)(F)F)=C2)[Si](C)(C)C)OC1(C)C","CC(C)(C)C1=CC(=NC=C1)C2=NC=CC(=C2)C(C)(C)C","COCCOCCOC.[Ni](Br)Br",NA,NA,NA,"[Zn]",NA,NA,NA,NA,NA,NA,"C1CCOC1","CN1CCCN(C1=O)C",NA,NA,NA,76
1219,"CC1(C)OB(OC1(C)C)C(Cl)CCC1=CC=CC=C1.CC(=O)OCCCC[Zn]Br>>CC(=O)OCCCC[C@@H](CCC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1","COCCOCCOC.[Ni](Br)Br","C=1C=CC(=C(C1)C)C(NC)C(NC)C=2C=CC=CC2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1CCOC1","CC(=O)N(C)C",NA,NA,NA,76
1220,"COC1=CC=C(I)C=C1.CC1(C)OB(OC1(C)C)\C=C\CCCCN1C(=O)C2=CC=CC=C2C1=O>>COC1=CC=C(C=C1)C(CCCCCN1C(=O)C2=CC=CC=C2C1=O)B1OC(C)(C)C(C)(C)O1","CC1=NC(=CC=C1)C2=CC=CC(=N2)C","COCCOCCOC.[Ni](Br)Br",NA,NA,NA,"[K+].[I-]","[F-].[K+]","CCO[Si](OCC)OCC","O",NA,NA,NA,"CC#N","CC(=O)N(C)C",NA,NA,NA,76
1221,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CN1C2=CC=CC=C2C2=CC=C(O[Si](C)(C)C(C)(C)C)C=C12>>CN1C2=CC=CC=C2C2=CC=C(C=C12)B1OC(C)(C)C(C)(C)O1","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","[Cl-].C=1C=C(C(=C(C1)C(C)C)N2C=[N+](C=3C(=CC=CC3C(C)C)C(C)C)C(=C2C)C)C(C)C",NA,NA,NA,"[Li+].CC(C)(C)[O-]",NA,NA,NA,NA,NA,NA,"COC1CCCC1",NA,NA,NA,NA,76
1222,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CN1C2=CC=CC=C2C2=CC=C(O[Si](C)(C)C(C)(C)C)C=C12>>CN1C2=CC=CC=C2C2=CC=C(C=C12)B1OC(C)(C)C(C)(C)O1","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","[Cl-].C=1C=C(C(=C(C1)C(C)C)N2C=[N+](C=3C(=CC=CC3C(C)C)C(C)C)C(=C2C)C)C(C)C",NA,NA,NA,"[Li+].CC(C)(C)[O-]",NA,NA,NA,NA,NA,NA,"COC1CCCC1",NA,NA,NA,NA,76
1223,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CO\C=C\C1=CC=C(C=C1)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)\C=C\C1=CC=C(C=C1)C1=CC=CC=C1","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","[Zn]","CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C",NA,NA,"[O-]P(=O)([O-])[O-].[K+].[K+].[K+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1","C1CCCCC1",NA,NA,NA,76
1224,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCN(CC)C(=O)C1=CC=C(\C=C/OC)C=C1>>CCN(CC)C(=O)C1=CC=C(\C=C\B2OC(C)(C)C(C)(C)O2)C=C1","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","[Zn]","CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C",NA,NA,"[O-]P(=O)([O-])[O-].[K+].[K+].[K+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1","C1CCCCC1",NA,NA,NA,76
1229,"C1CC(CO1)C1=CC=CC=C1.CC1=CC(C)=C(B(Br)Br)C(C)=C1>>CC1=CC(C)=C(B2CCC(CO2)C2=CC=CC=C2)C(C)=C1","[Br-][Ni+2]([Br-])([N]1=CC=C(C=C1)C(C)(C)C)[N]2=CC=C(C=C2)C(C)(C)C",NA,NA,NA,NA,"[Zn]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1230,"[F-][B+3]([F-])([F-])[F-].CC1=CC=C(C=C1)[N+]#N.CC(C)(O)C(C)(C)O>>CC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Ni+2]",NA,NA,NA,NA,"[B]N(C(C)C)C(C)C",NA,NA,NA,NA,NA,NA,"CC#N","CO","CCOCC",NA,NA,76
1231,"NC(=O)C1=C(N)C=CC=C1.OB(O)C1=C(Cl)C=CC=C1>>ClC1=C(C=CC=C1)B1NC(=O)C2=CC=CC=C2N1","Cl[Pd]Cl","C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Ni+2].[Br-].[Br-]",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CCO",NA,NA,NA,NA,76
1232,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCCCCC(=C)COC(C)=O>>CCCCCCC(=C)CB1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCOC(=O)C",NA,NA,NA,NA,76
1233,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCCCC#CC(=O)N(CC=C)CC1=CC=CC=C1>>CCCCC\C=C1\C(CB2OC(C)(C)C(C)(C)O2)CN(CC2=CC=CC=C2)C1=O","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C",NA,NA,NA,"C(=O)([O-])[O-].[Cs+].[Cs+]","O=O",NA,NA,NA,NA,NA,"CO","CC1=CC=CC=C1","C(Cl)Cl",NA,NA,76
1234,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)C1=CC=C(C=O)C=C1>>CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CCCCCCCCP(CCCCCCCC)CCCCCCCC",NA,NA,NA,"C1=CC(=CC=C1C(=O)C(F)(F)F)F",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1235,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCCC#CCCCC=C>>CCCC\C(B1OC(C)(C)C(C)(C)O1)=C1/CCCC1CB1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC1=CN=C(C=C1)C2=NC(=CC=C2)C3=NC=C(C=C3)C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC(C)OC(C)C",NA,NA,NA,NA,76
1236,"IC1=CC=C(C=C1)C1=CC=CC=C1.CCCCCCC(Br)B1OC(C)(C)C(C)(C)O1>>CCCCCCC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)C1=CC=CC=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","COC1=CC(=NC=C1)C2=NC=CC(=C2)OC",NA,NA,NA,"[Zn]",NA,NA,NA,NA,NA,NA,"C1CCOC1","CN1CCCN(C1=O)C",NA,NA,NA,76
1238,"CCCC[Sn](CCCC)(CCCC)C#CC1=CC=CC=C1.CC(C)N(B(Cl)OC(CC#CC1=CC=CC=C1)C=C(C)C)C(C)C>>CC(C)N(B1OCC\C1=C(\C=C(C)C)C#CC1=CC=CC=C1)C(C)C","C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]",NA,NA,NA,"C1=CC=C(C=C1)COCC2=CC=CC=C2",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1239,"CC1(C)OBOC1(C)C.CC(C)(C)[Si](C)(C)OCCC\C=C\C=C>>CC(C)(C)[Si](C)(C)OCCCC\C=C/CB1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1240,"CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.C(C#CCC1=CC=CC=C1)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)C(\CC1=CC=CC=C1)=C(\CC1=CC=CC=C1)C#C[Si](C)(C)C","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1241,"O=[S](C1=CC2=CC=CC=C2S1)C1=CC2=CC=CC=C2S1.CC1(C)COB(OC1)B1OCC(C)(C)CO1>>CC1(C)COB(OC1)C1=CC2=CC=CC=C2S1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","[B-](F)(F)(F)F.C1CCC(CC1)N2C=C[N+](=C2)C3CCCCC3",NA,NA,NA,"CC(C)(C)[O-].[Na+]",NA,NA,NA,NA,NA,NA,"C1COCCO1",NA,NA,NA,NA,76
1242,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.FC1=CC=C(C=C1)C1=CC=C(C=C1)N1CCOCC1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=CC=C(C=C1)N1CCOCC1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3","[Cu+].[I-]",NA,NA,"[F-].[Cs+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1243,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.FC1=CC=C(C=C1)C1=CC=C(C=C1)N1CCOCC1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)N1CCOCC1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3","[Cu+].[I-]",NA,NA,"[F-].[Cs+]","[NH4+].[Cl-]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1","CCOCC","O",NA,NA,76
1244,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.[O-][S](=O)(=O)C(F)(F)F.CC(C1=CC=C(F)C=C1)[N+](C)(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(F)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)N2C=C[N+](=C2)C3CCCCC3.[Cl-]",NA,NA,NA,"CC(C)(C)[O-].[Na+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1","CCOCCO",NA,NA,NA,76
1245,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.O=C(OC1=CC=CC=C1)C1=CC=C(C=C1)C1=CC2=C(C=CC=C2)C=C1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=CC2=C(C=CC=C2)C=C1","CCCCP(CCCC)CCCC","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]",NA,NA,NA,"[Li+].[Li+].C(=O)([O-])[O-]",NA,NA,NA,NA,NA,NA,"C1COCCO1",NA,NA,NA,NA,76
1246,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.COC1=CC=C(C=C1)C(=O)O[C@H](C)\C=C\C1=CC=CC=C1>>C[C@H](\C=C\C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC1(C2=C(C(=CC(=C2)C(C)(C)C)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=C(C=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C(C)(C)C)C",NA,NA,NA,"[O-]P(=O)([O-])[O-].[K+].[K+].[K+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1247,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C[C@]1(COC(=O)O[C@@H]1C1=CC=C(F)C=C1)C=C>>C[C@]1(CO)[C@H](CB2OC(C)(C)C(C)(C)O2)[C@H]1C1=CC=C(F)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3",NA,NA,NA,"[O-]P(=O)([O-])[O-].[K+].[K+].[K+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1248,"COC1=CC=C(CN2C=CC3=CC=CC=C23)C=C1.CC1(C)OBOC1(C)C>>COC1=CC=C(CN2C(=CC3=CC=CC=C23)B2OC(C)(C)C(C)(C)O2)C=C1","CC(C)(C)[O-].[Na+]","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)N2C=C[N+](=C2)C3CCCCC3.[Cl-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1CCCCC1",NA,NA,NA,NA,76
1249,"COC1=CC=C2N(C)C=CC2=C1.CC1(C)OBOC1(C)C>>COC1=CC=C2N(C)C(=CC2=C1)B1OC(C)(C)C(C)(C)O1","CC(C)(C)[O-].[Na+]","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)N2C=C[N+](=C2)C3CCCCC3.[Cl-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1CCCCC1",NA,NA,NA,NA,76
1250,"CC1(C)OBOC1(C)C.CCOC(=O)CC\C=C\C=C>>CCOC(=O)CCC\C=C/CB1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1251,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.[O-][S](=O)(=O)C(F)(F)F.C[N+](C)(C)CC1=CC=CC=C1>>CC1(C)OB(CC2=CC=CC=C2)OC1(C)C","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)N2C=C[N+](=C2)C3CCCCC3.[Cl-]",NA,NA,NA,"CC(C)(C)[O-].[Na+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1","CCOCCO",NA,NA,NA,76
1252,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCC#CCN(CC=C)[S](=O)(=O)C1=CC=C(C)C=C1>>CCC\C(B1OC(C)(C)C(C)(C)O1)=C1/CN(CC1CB1OC(C)(C)C(C)(C)O1)[S](=O)(=O)C1=CC=C(C)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC1=CN=C(C=C1)C2=NC(=CC=C2)C3=NC=C(C=C3)C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC(C)OC(C)C",NA,NA,NA,NA,76
1253,"CCCC[Sn](CCCC)(CCCC)C#CC1=CC=CC=C1.CC(C)N(B(Cl)OCCC#CC=C(C)C)C(C)C>>CC(C)N(B1OCC\C1=C(\C=C(C)C)C#CC1=CC=CC=C1)C(C)C","C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1254,"CC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>C[C@@H](B1OC(C)(C)C(C)(C)O1)C1=CC=C(C)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)(C2=NC(CO2)C3=CC=CC=C3)C4=NC(CO4)C5=CC=CC=C5",NA,NA,NA,"CO","C[N+](C)(C)C.[F-]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1255,"COC1=CC=CC(C=C)=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=CC(CCB2OC(C)(C)C(C)(C)O2)=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC(C)(C)P(C(C)(C)C)C(C)(C)C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CO","CC1=CC=CC=C1",NA,NA,NA,76
1256,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C1=CC=C(C=O)C=C1)[C@H](C)CCCC(C)C>>[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1)[C@H](C)CCCC(C)C","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CCCCCCCCP(CCCCCCCC)CCCCCCCC",NA,NA,NA,"C1=CC(=CC=C1C(=O)C(F)(F)F)F",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,76
1257,"CC1(C)COB(OC1)B1OCC(C)(C)CO1.CN(C)C(=O)OC1=CC2=C(C=C1)C=CC(O[Si](C)(C)C(C)(C)C)=C2>>CC(C)(C)[Si](C)(C)OC1=CC2=C(C=C1)C=CC(=C2)B1OCC(C)(C)CO1","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.Cl[Ni]Cl",NA,NA,NA,"CC(C)(C)[O-].[Na+]","[NH4+].[Cl-]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1","COCCOC","O",NA,NA,76
1258,"CC1(C)COB(OC1)B1OCC(C)(C)CO1.CN(C)C(=O)OC1=CC=C2N(C(=O)OC(C)(C)C)C3=CC=CC=C3C2=C1>>CC(C)(C)OC(=O)N1C2=CC=CC=C2C2=CC(=CC=C12)B1OCC(C)(C)CO1","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.Cl[Ni]Cl",NA,NA,NA,NA,"[O-]P(=O)([O-])[O-].[K+].[K+].[K+]","[NH4+].[Cl-]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1","COCCOC","O",NA,NA,76
1259,"CCN(CC)C(=O)OC1=CC2=C(C=CC=C2)C=C1.CC1(C)COB(OC1)B1OCC(C)(C)CO1>>CC1(C)COB(OC1)C1=CC2=C(C=CC=C2)C=C1","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.Cl[Ni]Cl",NA,NA,NA,"CC(C)(C)[O-].[Na+]","[NH4+].[Cl-]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1","COCCOC","O",NA,NA,76
1260,"CC1(C)OB(CCl)OC1(C)C.COC1=C(OC)C=C(C=C1)C(=C)C[S](=O)(=O)C1=CC=CC=C1>>COC1=C(OC)C=C(C=C1)C(=C)CCB1OC(C)(C)C(C)(C)O1","CC1=NC(=CC=C1)C2=CC=CC(=N2)C","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.Cl[Ni]Cl",NA,NA,NA,"[Zn]","[Li+].[Cl-]",NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,76
1261,"CC1(C)OB(CCl)OC1(C)C.C=C(C[S](=O)(=O)C1=CC=CC=C1)C1=CC=C2OCOC2=C1>>CC1(C)OB(CCC(=C)C2=CC=C3OCOC3=C2)OC1(C)C","CC1=NC(=CC=C1)C2=CC=CC(=N2)C","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.Cl[Ni]Cl",NA,NA,NA,"[Zn]","[Li+].[Cl-]",NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,76
1262,"CC(=O)OC=C.CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C)C=C1","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,NA,"[Zn]","[Li+].[I-]","[NH4+].[Cl-]",NA,NA,NA,NA,"COC1COC2C1OCC2OC","O",NA,NA,NA,76
1263,"B1OC2=CC=CC=C2O1.CC(=C)C(C)=C>>CC(CB1OC2=CC=CC=C2O1)C(C)=C","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,76
1264,"BrC1=CC=C(Br)S1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=C(S1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,76
1265,"ClC1=C(Cl)C=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=C(C=CC=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,76
