id,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
246,7782-44-7
247,17979-81-6
248
249
250,110-83-8
251
252
253
254
255,7440-66-6,79060-88-1
256
257
258
259,17979-81-6,7782-44-7
260,7782-44-7
261
262
263,13400-13-0,7782-44-7
264,13400-13-0,7782-44-7
265,13400-13-0,7782-44-7
266,13400-13-0,7782-44-7
267,865-48-5
268,865-48-5
269,7782-44-7
270
271
272
273
274
275
276,141-78-6
277,7782-44-7
278,865-33-8
279
280
281
282,121-44-8
283,4039-32-1,7647-01-0
284,7782-44-7
285,7782-44-7
286,7782-44-7
287,75-09-2
288
289
290,13400-13-0,7782-44-7
291,13400-13-0,7782-44-7
292,7782-44-7
293,13400-13-0,7782-44-7
294,865-48-5
295,7440-66-6,7699-45-8
296
297
298,7782-44-7
299,7782-44-7
300,7782-44-7
301,7782-44-7
302,7782-44-7
303,7782-44-7
304,110-83-8
305,1333-74-0,1907-33-1
306,141-78-6
307,141-78-6
308
309,7439-96-5,12125-02-9
310
311,7790-28-5
312
313,7782-44-7
314,7782-44-7
315
316,17979-81-6,7782-44-7
317
318,7782-44-7
319,13400-13-0,7782-44-7
320,13400-13-0,7782-44-7
321
322,865-48-5
323,865-48-5
324,865-48-5
325,7782-44-7
326
327
328
329,1333-74-0
330,7782-44-7
331,7782-44-7
332,7782-44-7
333,7782-44-7
334,7782-44-7
335,1333-74-0
336,1333-74-0
337
338
339
340
341,865-34-9,7782-44-7
342,7782-44-7
343,7782-44-7
344,7782-44-7
345,7782-44-7
346,110-83-8
347,110-83-8
348,17979-81-6
349,17979-81-6
350,17979-81-6
351,17979-81-6
352,865-33-8
353,141-78-6
354,1333-74-0,17979-81-6
355,17979-81-6
356,17979-81-6
357,865-33-8
358,7440-66-6,79060-88-1
359,534-17-8
360
361
362
363
364,630-08-0,1333-74-0
365,121-44-8
366,121-44-8
367,121-44-8
368,121-44-8
369,141-52-6,7782-44-7
370,84-58-2
371,7440-66-6,79060-88-1
372,7440-66-6,79060-88-1
373,7440-66-6,79060-88-1
374,7782-44-7
375,7782-44-7
376
377,141-78-6
378,7440-66-6,60-29-7
379,7782-44-7
380,7782-44-7
381,13774-81-7
382,7782-44-7
383,17979-81-6
384,141-78-6
385,141-78-6
386,7782-44-7
387
388
389
390
391
392,121-44-8
393,121-44-8
394,76-05-1,107-05-1,7440-66-6,7647-01-0
395
396,75-09-2
397,13400-13-0,7782-44-7
398,1333-74-0,7782-44-7
399,7782-44-7
400,865-48-5
401
402,865-34-9,7782-44-7
403,141-78-6
404,865-33-8
405,141-78-6
406,7782-44-7
407,141-78-6
408,7440-66-6,79060-88-1
409
410
411
412,2189683-12-1
413
414
415
416
417
418,498-66-8
419
420
421
422,768-66-1
423,121-44-8
424,998-40-3
425,121-44-8
426,121-44-8
427,141-52-6,7782-44-7
428,141-52-6,7782-44-7
429,7782-44-7
430
431,7782-44-7
432,17979-81-6,7782-44-7
433
434
435,638-38-0
436,7782-44-7
437,13400-13-0,7782-44-7
438,7087-68-5,7440-66-6,7143-01-3
439,865-48-5
440,141-78-6
441,865-48-5
442,7782-44-7,121-44-8,7631-86-9
443,7440-66-6
444,7440-66-6,60-29-7
445,7782-44-7
446,13774-81-7
447,141-78-6
448,17979-81-6
449,7782-44-7
450,1333-74-0,17979-81-6
451,17979-81-6
452,7782-44-7
453,7782-44-7
454,7782-44-7
455
456,694-53-1,7782-44-7
457
458
459
460
461
462,998-40-3
463,121-44-8
464,998-40-3
465
466,141-52-6,7782-44-7
467,75-09-2
468
469,13400-13-0,7782-44-7
470,13400-13-0,7782-44-7
471,1333-74-0,7782-44-7
472,13400-13-0,7782-44-7
473,7782-44-7
474,7440-66-6,60-29-7
475,7440-66-6,60-29-7
476,7440-66-6,60-29-7
477
478
479
480,1333-74-0,17979-81-6
481,1333-74-0,1907-33-1
482,1333-74-0
483
484
485
486
487
488
489
490
491
492
493,7782-44-7
494,17979-81-6,60-29-7
495,13400-13-0,7782-44-7
496
497
498,865-48-5
499,141-78-6
500,1333-74-0
501,7782-44-7
502
503,865-33-8
504,17979-81-6
505,1333-74-0,17979-81-6
506,1333-74-0,17979-81-6
507,141-78-6
508,17979-81-6
509,17979-81-6
510,7782-44-7
511,1333-74-0,17979-81-6
512,141-78-6
513,17979-81-6,7782-44-7
514,17979-81-6
515,17979-81-6,7782-44-7
516,17979-81-6
517,865-33-8
518
519
520
521
522
523
524
525
526
527
528
529
530,84-58-2
531,7758-89-6
532,7782-44-7
533,280-57-9
534
535
536,7440-66-6,79060-88-1
537,7440-66-6,60-29-7
538,1333-74-0
539,865-34-9,7782-44-7
540,7782-44-7
541,15933-59-2,603-35-0
542,7782-44-7
543,7782-44-7
544,17979-81-6
545
546
547
548
549
550
551
552
553
554
555
556
557
558
559
560,121-44-8
561,121-44-8
562,121-44-8
563
564
565,141-52-6,7782-44-7
566,141-52-6,7782-44-7
567,7758-89-6
568,865-48-5
569,1333-74-0,7782-44-7
570,7782-44-7
571
572,865-48-5
573,141-78-6
574,7440-66-6,79060-88-1
575
576,1333-74-0
577,1333-74-0
578
579,110-83-8
580
581,7782-44-7
582
583,141-78-6
584,141-78-6
585
586,77-73-6
587
588
589
590
591
592
593
594,121-44-8
595,121-44-8
596,121-44-8
597,121-44-8
598,121-44-8
599,141-52-6,7782-44-7
600,75-09-2
601,106-51-4,142-71-2
602,13400-13-0,7782-44-7
603,7782-44-7,7631-86-9
604,7440-66-6,7699-45-8
605,7440-66-6,79060-88-1
606,1333-74-0
607
608,64-19-7,429-42-5,694-53-1
609,64-19-7,429-42-5,694-53-1
610,7782-44-7
611,17979-81-6
612,865-33-8
613,17979-81-6
614,17979-81-6
615,1333-74-0,17979-81-6
616
617
618
619
620
621,84-58-2
622
623
624,7782-44-7
625
626,865-48-5
627,1333-74-0
628,7440-66-6,60-29-7
629
630
631,110-83-8
632
633,141-78-6
634,17979-81-6
635,17979-81-6
636,1333-74-0,1907-33-1
637,1333-74-0,1907-33-1
638
639
640,498-66-8
641
642
643
644
645,17979-81-6,60-29-7,1310-73-2,7722-84-1
646
647,121-44-8
648,121-44-8
649,121-44-8
650
651,84-58-2
652,7440-66-6,79060-88-1
653
654
655,7782-44-7
656,7782-44-7
657,17979-81-6,7782-44-7
658
659
660,7782-44-7
661,141-78-6
662,865-48-5
663
664
665
666,1333-74-0
667
668,1333-74-0,17979-81-6
669,1333-74-0,17979-81-6
670,17979-81-6
671
672,865-33-8
673,124-41-4
674
675
676
677
678
679
680
681
682
683
684
685,121-44-8
686,121-44-8
687,121-44-8
688,998-40-3
689,29429-58-1
690
691
692
693,25015-63-8
694
695,13400-13-0,7782-44-7
696,7782-44-7
697,7782-44-7
698
699
700,865-48-5
701,865-48-5
702,865-48-5
703
704
705,865-33-8
706,865-33-8
707,7782-44-7
708,141-78-6
709
710,141-78-6
711,865-33-8
712,17979-81-6
713
714
715
716
717
718,121-44-8
719
720,141-52-6,7782-44-7
721,141-52-6,7782-44-7
722
723,7758-89-6
724
725
726,13400-13-0,7782-44-7
727,1333-74-0,7782-44-7
728,13400-13-0,7782-44-7
729,1333-74-0,7782-44-7
730
731,7782-44-7
732
733,7440-66-6,79060-88-1
734,7782-44-7
735,7782-44-7
736,1333-74-0
737
738,7782-44-7
739,7782-44-7
740,7782-44-7
741,17979-81-6
742,17979-81-6
743
744,17979-81-6
745,7789-20-0,17979-81-6
746,7782-44-7
747
748
749
750
751
752
753,498-66-8
754,121-44-8
755,84-58-2
756,84-58-2
757,7440-66-6,79060-88-1
758,1333-74-0,7782-44-7
759,1333-74-0,7782-44-7
760
761,141-78-6
762
763,7782-44-7
764,7782-44-7
765,7782-44-7
766,110-83-8
767,865-33-8
768,17979-81-6
769
770,75-77-4,290-37-9,7439-96-5
771
772
773
774
775
776
777
778
779
780
781,998-40-3
782,141-52-6,7782-44-7
783,141-52-6,7782-44-7
784,141-52-6,7782-44-7
785,141-52-6,7782-44-7
786,84-58-2
787
788,7440-66-6,79060-88-1
789
790
791,7782-44-7
792,17979-81-6,7782-44-7
793
794,7782-44-7
795,7782-44-7,121-44-8,7631-86-9
796,7782-44-7
797
798,865-33-8
799,17979-81-6
800,17979-81-6
801
802,1333-74-0,1907-33-1
803,865-33-8
804,865-33-8
805
806,498-66-8
807
808
809
810
811,998-40-3
812,998-40-3
813,998-40-3
814
815
816
817
818
819
820,1333-74-0,7782-44-7
821,13400-13-0,7782-44-7
822,13400-13-0,7782-44-7
823,7782-44-7
824,865-48-5
825
826,7782-44-7
827,7782-44-7
828,1333-74-0
829
830
831
832,1333-74-0,17979-81-6
833,17979-81-6
834,7782-44-7
835,7782-44-7
836,1333-74-0,17979-81-6
837,7440-66-6,79060-88-1
838,75-77-4,7439-96-5,12125-02-9
839,554-68-7,7439-96-5,75-77-4,12125-02-9
840
841,77-73-6,141-78-6
842
843,7439-95-4
844
845
846
847,60-29-7,7732-18-5
848
849
850
851,7440-66-6,10139-47-6
852,84-58-2
853,29429-58-1
854,7782-44-7
855
856,13400-13-0,7782-44-7
857,13400-13-0,7782-44-7
858,13400-13-0,7782-44-7
859,7782-44-7
860
861,7782-44-7
862,865-48-5
863
864,7440-66-6,79060-88-1
865
866
867,865-33-8
868,17979-81-6
869,141-78-6
870,865-33-8
871
872
873,75-09-2
874
875
876
877
878,498-66-8
879,121-44-8
880,121-44-8
881
882,141-52-6,7782-44-7
883,141-52-6,7782-44-7
884,84-58-2
885
886,7782-44-7
887
888,13400-13-0,7782-44-7
889
890,7782-44-7
891,7440-66-6,79060-88-1
892,7782-44-7
893,7782-44-7
894
895,1333-74-0,17979-81-6
896
897
898,865-33-8
899
900,77-73-6
901
902
903
904
905
906
907,121-44-8
908
909,141-52-6,7782-44-7
910,141-52-6,7782-44-7
911,141-52-6,7782-44-7
912,7440-66-6,79060-88-1
913,22560-21-0
914,22560-21-0
915
916
917,7782-44-7
918
919,17979-81-6,7782-44-7
920,13400-13-0,7782-44-7
921,280-57-9
922,865-48-5
923,7440-66-6,79060-88-1
924,1333-74-0,6674-22-2
925,7782-44-7
926,1333-74-0
927
928
929,7782-44-7
930,17979-81-6
931,1333-74-0,17979-81-6
932,17979-81-6
933,17979-81-6
934,17979-81-6
935,7782-44-7
936,865-33-8
937
938
939,498-66-8
940
941
942
943
944
945
946
947,768-66-1,7647-01-0
948
949
950,998-40-3
951
952,84-58-2
953,121-44-8,7758-11-4
954,17979-81-6,60-29-7
955,75-09-2
956,141-78-6
957
958,64-19-7,429-42-5,694-53-1
959,64-19-7,429-42-5,694-53-1
960,141-78-6
961,865-33-8
962
963
964
965
966
967
968,498-66-8
969,121-44-8
970,998-40-3
971
972,84-58-2
973,22560-21-0
974,22560-21-0
975,75-09-2
976,1333-74-0,7782-44-7
977,7782-44-7
978,7782-44-7
979,7782-44-7
980,7782-44-7
981,1333-74-0
982,865-48-5
983,865-48-5
984
985
986,7782-44-7
987
988
989
990,865-33-8
991,1333-74-0,17979-81-6
992,1333-74-0,17979-81-6
993,1333-74-0,17979-81-6
994,865-33-8
995
996,141-78-6
997,865-33-8
998
999
1000
1001
1002
1003,121-44-8
1004
1005,75-09-2
1006
1007
1008,7782-44-7
1009
1010
1011,865-48-5
1012,141-78-6
1013,865-48-5
1014,7440-66-6,7699-45-8
1015,7782-44-7
1016,910037-63-7
1017
1018,7782-44-7
1019
1020
1021
1022,498-66-8
1023
1024
1025
1026
1027,998-40-3
1028,7782-61-8
1029,84-58-2
1030,84-58-2
1031
1032,7440-66-6,79060-88-1
1033
1034,17979-81-6,60-29-7
1035,17979-81-6,60-29-7
1036,110-86-1
1037
1038,7782-44-7
1039,141-78-6
1040,141-78-6
1041
1042
1043
1044,7782-44-7
1045,7782-44-7
1046,1333-74-0,17979-81-6
1047
1048
1049
1050,498-66-8
1051
1052,498-66-8
1053
1054,998-40-3
1055
1056,84-58-2
1057,84-58-2
1058
1059,7440-66-6,75-77-4
1060,7782-44-7,7631-86-9
1061,141-78-6
1062
1063
1064
1065,498-66-8
1066,498-66-8
1067,498-66-8
1068,121-44-8
1069,121-44-8
1070,141-52-6,7782-44-7
1071,141-52-6,7782-44-7
1072,7440-66-6,10139-47-6
1073
1074,7782-44-7
1075,13400-13-0,7782-44-7
1076
1077,7782-44-7
1078
1079
1080,7782-44-7
1081,7782-44-7
1082,865-33-8
1083
1084
1085,498-66-8
1086
1087,498-66-8
1088,498-66-8
1089,998-40-3
1090,121-44-8
1091
1092
1093
1094
1095,17979-81-6,60-29-7
1096,75-09-2
1097
1098,13400-13-0,7782-44-7
1099,7782-44-7
1100,7782-44-7
1101,7782-44-7
1102,7782-44-7
1103
1104
1105
1106
1107,998-40-3
1108,121-44-8
1109,998-40-3
1110,84-58-2
1111
1112,17979-81-6,60-29-7
1113
1114,1333-74-0,17979-81-6
1115,17979-81-6
1116,17979-81-6
1117,865-33-8
1118
1119,498-66-8
1120,498-66-8
1121
1122,77-73-6
1123
1124
1125,121-44-8
1126,121-44-8
1127,121-44-8
1128,998-40-3
1129,998-40-3
1130,998-40-3
1131,998-40-3
1132
1133
1134
1135,22560-21-0
1136,22560-21-0
1137,17979-81-6,60-29-7
1138,17979-81-6,60-29-7
1139
1140
1141
1142,931-88-4
1143
1144
1145
1146
1147
1148,77-73-6
1149,498-66-8
1150
1151,498-66-8
1152
1153,998-40-3
1154,429-41-4,680192-98-7
1155,429-41-4,2376471-02-0
1156,7439-96-5,7681-11-0,7647-14-5
1157
1158,865-48-5
1159,141-78-6
1160,7782-44-7
1161
1162,17979-81-6
1163,1333-74-0,17979-81-6
1164
1165,498-66-8
1166
1167,77-73-6
1168
1169,121-44-8
1170,121-44-8
1171,84-58-2
1172
1173,75-09-2
1174,7782-44-7
1175
1176,7782-44-7
1177,7782-44-7
1178
1179,7782-44-7
1180,1333-74-0,17979-81-6
1181,865-33-8
1182,865-33-8
1183,7440-66-6
1184,498-66-8
1185
1186
1187,498-66-8
1188
1189,121-44-8
1190,998-40-3
1191,7440-66-6,10139-47-6
1192
1193,1004-09-7
1194,17979-81-6,60-29-7
1195
1196,75-09-2
1197
1198
1199,7782-44-7
1200,7782-44-7
1201
1202,694-53-1,7647-01-0
1203,865-34-9,7782-44-7
1204,1333-74-0,17979-81-6
1205,141-78-6
1206,17979-81-6
1207,17979-81-6
1208,17979-81-6
1209,17979-81-6
1210,865-33-8
1211,498-66-8
1212
1213,998-40-3
1214,84-58-2
1215,603-35-0
1216,603-35-0
1217,7782-44-7
1218,7782-44-7
1219,1333-74-0,17979-81-6
1220
1221,998-40-3
1222,121-44-8
1223,998-40-3
1224
1225,22560-21-0
1226,22560-21-0
1227,7782-44-7
1228
1229,7440-66-6,79060-88-1
1230
1231,77-73-6
1232,498-66-8
1233,77-73-6
1234,121-44-8
1235,29429-58-1
1236
1237,7782-44-7,7631-86-9
1238,1333-74-0,17979-81-6
1239,498-66-8
1240,498-66-8
1241,77-73-6
1242,77-73-6
1243
1244,121-44-8
1245
1246,141-52-6,7782-44-7
1247,7440-66-6,79060-88-1
1248,17979-81-6,60-29-7
1249,141-78-6
1250,7782-44-7
1251,7782-44-7
1252,865-33-8
1253,17979-81-6
1254,17979-81-6
1255
1256,498-66-8
1257,498-66-8
1258,77-73-6
1259,77-73-6
1260,77-73-6
1261,77-73-6
1262,77-73-6
1263,77-73-6
1264,29429-58-1
1265,22560-21-0
1266,22560-21-0
1267,13400-13-0,7782-44-7
1268
1269,7782-44-7
1270,7782-44-7,121-44-8,7631-86-9
1271
1272
1273
1274,7782-44-7
1275,17979-81-6,73183-34-3
1276,77-73-6
1277,498-66-8
1278
1279
1280
1281,998-40-3
1282,84-58-2
1283,84-58-2
1284
1285,7758-89-6
1286,17979-81-6,60-29-7
1287,64-19-7,280-57-9,7732-18-5
1288,7440-66-6,29429-58-1
1289,1333-74-0,17979-81-6
1290,865-33-8
1291,77-73-6
1292,77-73-6
1293,121-44-8
1294,998-40-3
1295
1296,141-52-6,7782-44-7
1297,7758-89-6
1298
1299,77-73-6
1300,77-73-6
1301,77-73-6
1302,998-40-3
1303,998-40-3
1304,60-29-7,7732-18-5
1305,22560-21-0
1306,22560-21-0
1307,7782-44-7
1308,7782-44-7
1309,7782-44-7
1310
1311
1312
1313,1333-74-0,17979-81-6
1314
1315,77-73-6
1316,25015-63-8
1317
1318
1319,616-47-7
1320,998-40-3
1321,84-58-2
1322,17979-81-6,60-29-7
1323,7782-44-7
1324,7439-96-5,7647-01-0
1325,77-73-6
1326,77-73-6
1327,498-66-8
1328,77-73-6
1329,77-73-6
1330,77-73-6
1331
1332,121-44-8
1333
1334,1333-74-0
1335,110-83-8
1336,17979-81-6
1337,77-73-6
1338,429-41-4,25015-63-8
1339,17979-81-6
1340,17979-81-6
1341,77-73-6
1342,77-73-6
1343
1344,498-66-8
1345,17979-81-6,60-29-7
1346
1347,7782-44-7,7631-86-9
1348,7440-66-6,79060-88-1
1349
1350
1351,17979-81-6,7782-44-7
1352
1353,77-73-6
1354
1355,77-73-6
1356,22560-21-0
1357,22560-21-0
1358,141-78-6
1359
1360
1361,17979-81-6,60-29-7
1362,17979-81-6,60-29-7
1363,77-73-6
1364
1365,141-52-6,7782-44-7
1366,7782-44-7
1367,13400-13-0,7782-44-7
1368,7782-44-7
1369,7782-44-7,121-44-8,7631-86-9
1370,7782-44-7
1371,141-78-6
1372,7782-44-7
1373,498-66-8
1374,77-73-6
1375,498-66-8
1376
1377,77-73-6
1378,77-73-6
1379,498-66-8
1380,498-66-8
1381
1382,121-44-8
1383,121-44-8
1384
1385,7440-66-6,10139-47-6
1386,7732-18-5
1387
1388,865-48-5
1389
1390,1333-74-0,17979-81-6
1391,17979-81-6
1392,77-73-6
1393
1394,29429-58-1
1395,7782-44-7
1396
1397
1398
1399
1400,865-33-8
1401,17979-81-6,60-29-7
1402,121-44-8
1403,121-44-8
1404,7782-61-8
1405,1333-74-0,17979-81-6
1406
1407,77-73-6
1408
1409
1410,17979-81-6,60-29-7
1411,13400-13-0,7782-44-7
1412,7782-44-7
1413
1414
1415,498-66-8
1416,498-66-8
1417,429-41-4,25015-63-8
1418
1419,7440-66-6,7699-45-8
1420,7782-44-7
1421
1422,60-29-7,7732-18-5
1423,22560-21-0
1424,22560-21-0
1425,22560-21-0
1426,22560-21-0
1427,930-68-7
1428
1429
1430,7782-44-7,121-44-8,7631-86-9
1431
1432
1433
1434,1333-74-0,17979-81-6
1435,7440-66-6,79060-88-1
1436,17979-81-6,60-29-7
1437,17979-81-6,60-29-7
1438,7782-44-7
1439,1333-74-0,17979-81-6
1440,930-68-7
1441,7440-66-6,79060-88-1
1442,930-68-7
1443,7782-44-7
1444,7782-44-7,7631-86-9
1445,865-34-9,7782-44-7
1446,498-66-8
1447,29429-58-1
1448,141-52-6,7782-44-7
1449,22560-21-0
1450,22560-21-0
1451,7782-44-7,7647-01-0,7631-86-9
1452,7782-44-7
1453,7782-44-7
1454
1455
1456,17979-81-6,60-29-7
1457,17979-81-6,60-29-7
1458
1459,77-73-6
1460,498-66-8
1461,7782-61-8
1462,7782-44-7,121-44-8,7631-86-9
1463
1464,7782-44-7
1465
1466,7782-44-7,7647-01-0,7631-86-9
1467,64-19-7,280-57-9
1468,7782-44-7,7647-01-0,7631-86-9
1469,17979-81-6,60-29-7
1470,7782-44-7,7647-01-0,7631-86-9
1471,7782-44-7
1472
1473,17979-81-6
1474,7782-44-7
1475
1476,7782-44-7
1477,13400-13-0,7782-44-7
1478
1479
1480
1481,7782-44-7
1482,108-67-8
1483,108-67-8
1484,77-73-6,141-78-6
1485
1486,77-73-6,141-78-6
1487,7782-44-7
1488
1489
1490,7782-44-7
1491
1492,141-78-6
1493,7440-66-6,79060-88-1
1494,1333-74-0
1495
1496,60-29-7,7732-18-5
1497,60-29-7,7732-18-5
1498,7782-44-7
1499,141-78-6
1500
1501
1502
1503
1504,7782-44-7
1505,7782-44-7
1506,60-29-7,7732-18-5
1507,7758-89-6
1508
1509
1510
1511,141-78-6
1512,141-78-6
1513
1514
1515,141-78-6
1516,141-78-6
1517,141-78-6
1518
1519,60-29-7,7732-18-5
1520
1521,7782-44-7
1522,141-78-6
1523,141-78-6
1524
1525
1526
1527
1528,7782-44-7
1529
1530
1531,141-78-6
1532,141-78-6
1533,77-73-6,7782-44-7,141-78-6
1534,60-29-7,7732-18-5
1535,7782-44-7
1536
1537
1538
1539
1540
1541
1542,60-29-7,7732-18-5
1543
1544,7782-44-7
1545
1546,498-66-8
1547,498-66-8
1548,33725-74-5
1549,7758-89-6
1550
1551,141-78-6
1552
1553
1554
1555,60-29-7,7732-18-5
1556
1557
1558,7758-89-6
1559
1560,7782-44-7,121-44-8,7631-86-9
1561,141-78-6
1562,141-78-6
1563,7440-66-6,79060-88-1
1564,7440-66-6,79060-88-1
1565
1566,13400-13-0,7782-44-7
1567
1568
1569
1570,7782-44-7
1571
1572,60-29-7,7732-18-5
1573
1574,1333-74-0,17979-81-6
1575,7440-66-6,79060-88-1
1576,7440-66-6,79060-88-1
1577
1578
1579,7782-44-7
1580,7782-44-7
1581,60-29-7,7732-18-5
1582,7782-44-7
1583,141-78-6
1584,141-78-6
1585,141-78-6
1586
1587,7758-89-6
1588,7782-44-7
1589,7782-44-7,121-44-8,7631-86-9
1590
1591
1592
1593,7782-44-7
1594,7782-44-7
1595,7782-44-7
1596,141-78-6
1597,7782-44-7
1598
1599
1600,7782-44-7
1601,7782-44-7,121-44-8,7631-86-9
1602
1603,110-83-8
1604
1605
1606
1607,7782-44-7,694-53-1,7772-98-7
1608
1609
1610
1611
1612
1613
1614
1615
1616,141-78-6
1617,141-78-6
1618,141-78-6
1619
1620
1621
1622,7758-89-6
1623,13400-13-0,7782-44-7
1624
1625
1626
1627,141-78-6
1628,141-78-6
1629
1630
1631
1632,7782-44-7
1633,7782-44-7
1634,7782-44-7
1635,60-29-7,7732-18-5
1636,7782-44-7
1637,141-78-6
1638
1639,77-73-6,7782-44-7
1640
1641
1642,7782-44-7
1643,141-78-6
1644
1645
1646,29429-58-1
1647
1648
1649
1650
1651
1652
1653
1654
1655
1656
1657,13400-13-0,7782-44-7
1658,141-78-6
1659
1660,22560-21-0,25015-63-8
1661,13400-13-0,7782-44-7
1662,7647-01-0
1663,141-78-6
1664
1665,7647-01-0
1666,110-83-8
1667
1668
1669
1670,141-52-6,7782-44-7
1671,13400-13-0,7782-44-7
1672
1673,141-78-6
1674
1675,110-83-8
1676,865-34-9,7782-44-7
1677,141-78-6
1678,77-73-6
1679
1680
1681,7782-44-7
1682,141-78-6
1683,141-78-6
1684,141-78-6
1685
1686
1687,7782-44-7
1688
1689
1690
1691,7440-66-6,79060-88-1
1692,141-78-6
1693,141-78-6
1694
1695,84-58-2
1696,84-58-2
1697,13400-13-0,7782-44-7
1698
1699,17979-81-6
1700
1701,84-58-2
1702,84-58-2
1703
1704
1705,29429-58-1
1706,75-09-2
1707,13400-13-0,7782-44-7
1708
1709
1710,29429-58-1
1711
1712,29429-58-1
1713,13400-13-0,7782-44-7
1714
1715,865-34-9,7782-44-7
1716,865-34-9,7782-44-7
1717,865-34-9,7782-44-7
1718,865-34-9,7782-44-7
1719
1720
1721
1722,13400-13-0,7782-44-7
1723
1724,110-83-8
1725,7647-01-0
1726,7647-01-0
1727,141-78-6
1728
1729,13400-13-0,7782-44-7
1730,7782-44-7
1731
1732
1733
1734
1735
1736
1737,110-83-8
1738,110-83-8
1739,931-88-4
1740,13400-13-0,7782-44-7
1741,7647-01-0
1742,7758-89-6
1743,13400-13-0,7782-44-7
1744,865-34-9,7782-44-7
1745,498-66-8
1746,498-66-8
1747
1748
1749
1750,84-58-2
1751,84-58-2
1752
1753,7782-44-7
1754
1755,60-29-7,7732-18-5
1756
1757
1758,865-34-9,7782-44-7
1759
1760,7782-44-7
1761,931-88-4
1762
1763
1764,29429-58-1
1765
1766
1767,29429-58-1
1768
1769,931-88-4
1770,931-88-4
1771,931-88-4
1772,110-83-8
1773,7647-01-0
1774,7782-44-7,7631-86-9
1775,865-34-9,7782-44-7
1776,7647-01-0
1777,865-33-8
1778,931-88-4
1779
1780,1333-74-0
1781
1782,931-88-4
1783
1784,931-88-4
1785
1786,84-58-2
1787,84-58-2
